
delegado 5;3001183700;0.0
delegado 0;3004788500;0.0
delegado 1;3003428300;0.0
delegado 2;3009378400;0.0
delegado 9;3007226200;0.0
delegado 6;3004786500;0.0
delegado 7;3010703600;0.0
delegado 3;3005130200;0.0
delegado 4;3010680400;0.0
delegado 8;3009768200;0.0
delegado 14;20576100;0.0
delegado 10;62212800;0.0
delegado 12;68276500;0.0
delegado 13;64820400;0.0
delegado 15;55147600;0.0
delegado 18;47418900;0.0
delegado 20;68489600;0.0
delegado 16;127052500;0.0
delegado 21;95809800;0.0
delegado 23;77069700;0.0
delegado 26;43876600;0.0
delegado 24;81242000;0.0
delegado 27;91550600;0.0
delegado 25;125353600;0.0
delegado 19;194230400;0.0
delegado 28;97546600;0.0
delegado 31;89408300;0.0
delegado 34;48150900;0.0
delegado 35;36949600;0.0
delegado 17;330513800;0.0
delegado 11;417468400;0.0
delegado 22;288657300;0.0
delegado 36;85201600;0.0
delegado 30;205933800;0.0
delegado 39;46807200;0.0
delegado 29;220323200;0.0
delegado 40;53841900;0.0
delegado 42;49037400;0.0
delegado 43;35801100;98.8
delegado 41;82205800;98.8
delegado 38;178570000;98.8
delegado 33;245523400;98.8
delegado 37;190562600;98.8
delegado 32;272077900;98.8
delegado 49;57353000;98.8
delegado 44;129148600;98.8
delegado 47;110804300;98.8
delegado 51;48040300;98.8
delegado 48;105247100;98.8
delegado 46;138530600;98.8
delegado 45;155113500;98.8
delegado 50;85147700;98.8
