
delegado 8;2508.0;38.1
delegado 1;2513.0;38.1
delegado 5;2517.0;38.1
delegado 7;2513.0;38.1
delegado 9;2519.0;38.1
delegado 6;2522.0;38.1
delegado 4;2523.0;38.1
delegado 0;2527.0;38.1
delegado 3;2525.0;38.1
delegado 11;38.0;0.0
delegado 12;67.0;0.0
delegado 13;108.0;0.0
delegado 14;110.0;0.0
delegado 17;64.0;0.0
delegado 16;87.0;0.0
delegado 10;158.0;0.0
delegado 15;132.0;0.0
delegado 22;48.0;0.0
delegado 20;63.0;0.0
delegado 18;117.0;0.0
delegado 19;131.0;0.0
delegado 24;116.0;0.0
delegado 25;90.0;0.0
delegado 26;116.0;0.0
delegado 23;156.0;0.0
delegado 32;50.0;0.0
delegado 31;57.0;0.0
delegado 27;172.0;0.0
delegado 34;62.0;0.0
delegado 21;249.0;0.0
delegado 33;75.0;0.0
delegado 30;139.0;0.0
delegado 36;67.0;0.0
delegado 35;106.0;0.0
delegado 29;213.0;0.0
delegado 28;208.0;0.0
delegado 40;44.0;0.0
delegado 39;80.0;0.0
delegado 37;87.0;0.0
delegado 43;69.0;0.0
delegado 42;68.0;0.0
delegado 46;71.0;0.0
delegado 49;32.0;0.0
delegado 47;45.0;0.0
delegado 50;42.0;0.0
delegado 48;60.0;0.0
delegado 38;166.0;0.0
delegado 44;135.0;0.0
delegado 41;186.0;0.0
delegado 45;139.0;0.0
delegado 51;69.0;0.0
