
delegado 1;47340474400;0.0
delegado 0;47340482200;0.0
delegado 2;1966712600;10.9
delegado 3;2057169300;10.9
delegado 4;1554202900;5.9
delegado 5;1646862200;5.9
delegado 6;1554720800;2.6
delegado 7;1519606800;2.6
delegado 8;1758169500;2.1
delegado 9;1987100300;2.1
delegado 10;2024675600;2.5
delegado 11;2108635000;2.5
delegado 12;1960878800;3.3
delegado 13;1986308900;3.3
delegado 14;1692910800;3.6
delegado 15;1579838900;3.6
delegado 16;2201116500;2.8
delegado 17;2256852700;2.8
delegado 18;1936589500;1.9
delegado 19;2000378300;1.9
delegado 20;1811934900;2.8
delegado 21;1818967500;2.8
delegado 22;1702066300;1.6
delegado 23;1578492700;1.6
delegado 24;1649053700;2.1
delegado 25;1652303700;2.1
delegado 26;1613555900;2.5
delegado 27;1614308400;2.5
delegado 28;1757378200;2.9
delegado 29;1753876200;2.9
delegado 30;1824941200;2.2
delegado 31;1821299100;2.2
delegado 32;2020182000;4.2
delegado 33;2121220700;4.2
delegado 34;1843273800;4.1
delegado 35;1809222200;4.1
delegado 36;2004928600;2.1
delegado 37;2318812000;4.6
delegado 38;1850622200;1.7
delegado 39;1810277900;5.1
delegado 40;1693530500;12.8
delegado 41;1690306800;28.9
delegado 42;1581771300;3.3
delegado 43;1654003400;2.6
delegado 44;1757292800;2.0
delegado 45;1964419200;3.8
delegado 46;1914928600;1.6
delegado 47;1803563200;4.6
delegado 48;2007207600;1.7
delegado 49;1963774700;5.6
delegado 50;1871903600;3.2
delegado 51;1865671100;7.1
delegado 52;1849842900;1.2
delegado 53;1866748600;4.6
delegado 54;1783493500;5.4
delegado 55;1782070400;3.9
delegado 56;2112365600;3.3
delegado 57;1839628300;2.1
delegado 58;1713689600;0.5
delegado 59;1871996800;4.9
delegado 60;1878872400;2.3
delegado 61;1784183400;5.3
delegado 62;2067900400;1.4
delegado 63;2074794900;4.8
delegado 64;1853693900;1.7
delegado 65;1875243600;4.5
delegado 66;1802363400;4.9
delegado 67;1805054800;6.3
delegado 68;1817533600;3.3
delegado 69;1707252800;4.3
delegado 70;1644570100;2.6
delegado 71;1723188800;3.5
delegado 72;1899996000;3.9
delegado 73;1695163300;6.4
delegado 74;1967605600;1.9
delegado 75;1962906500;6.6
delegado 76;1879815300;1.8
delegado 77;1692059500;9.5
delegado 78;1600672000;3.5
delegado 79;1627821200;11.6
delegado 80;1709697200;2.4
delegado 81;1891787700;3.8
delegado 82;1579992700;2.3
delegado 83;1802927100;4.2
delegado 84;1791842800;2.4
delegado 85;1570236800;2.9
delegado 86;1583965200;7.4
delegado 87;1586815600;1.8
delegado 88;1593454900;1.5
delegado 89;1624416200;4.0
delegado 90;1759169100;2.6
delegado 91;1841614700;4.5
delegado 92;1758836600;2.2
delegado 93;1944217000;2.7
delegado 94;1990891200;0.4
delegado 95;1949685200;0.1
delegado 96;1936915300;2.5
delegado 97;2217876900;4.5
delegado 98;2046778700;2.8
delegado 99;1886853300;1.7
delegado 100;1750891600;2.6
delegado 101;2156090700;1.1
delegado 102;2160739600;5.4
delegado 103;1923108100;3.0
delegado 104;1753816800;11.4
delegado 105;1923024000;2.6
delegado 106;1803429200;6.8
delegado 107;1794908400;1.6
delegado 108;1779029900;6.6
delegado 109;1984492300;2.1
delegado 110;1936799200;6.0
delegado 111;2118300400;0.8
delegado 112;1926960400;15.1
delegado 113;1697302900;3.2
delegado 114;1706241100;6.4
delegado 115;1621515300;1.7
delegado 116;1613980700;5.9
delegado 117;1590095600;2.6
delegado 118;1592598100;6.7
delegado 119;1591324200;2.3
delegado 120;1753288500;5.5
delegado 121;1916116400;2.0
delegado 122;1818924000;14.3
delegado 123;1982554200;1.5
delegado 124;1964100300;2.5
delegado 125;2115950200;8.4
delegado 126;2062326200;0.2
delegado 127;1769767100;1.2
delegado 128;1617429700;8.8
delegado 129;1575938200;2.3
delegado 130;1576792500;6.9
delegado 131;1602457800;2.1
delegado 132;1760125700;5.0
delegado 133;1877032000;2.5
delegado 134;1638953700;6.4
delegado 135;1624251800;1.2
delegado 136;1699121400;2.1
delegado 137;1798062500;1.9
delegado 138;1808517100;5.8
delegado 139;1739948800;2.1
delegado 140;1800207400;6.5
delegado 141;2038884100;4.9
delegado 142;2046554400;7.9
delegado 143;1971995700;1.9
delegado 144;2033948500;7.7
delegado 145;2006876800;4.0
delegado 146;1871360700;6.5
delegado 147;1871426500;6.1
delegado 148;1791571400;2.6
