
delegado 1;46438354400;0.0
delegado 0;46439656500;0.0
delegado 2;1887120600;1.6
delegado 3;2232873800;1.6
delegado 4;1816181000;2.8
delegado 5;1738954700;2.8
delegado 6;1933318200;4.2
delegado 7;2051950200;4.2
delegado 8;2012808900;2.9
delegado 9;2185235400;4.5
delegado 10;2067636700;6.9
delegado 11;2079134400;1.1
delegado 12;1962766600;2.9
delegado 13;1863027400;4.0
delegado 14;2156047100;2.7
delegado 15;2138047700;2.4
delegado 16;1875347300;3.3
delegado 17;1602406400;3.7
delegado 18;1706956800;4.4
delegado 19;1706906900;3.3
delegado 20;1616988800;5.8
delegado 21;1749990100;3.2
delegado 22;1871819600;2.0
delegado 23;1866758700;3.2
delegado 24;1962028400;2.9
delegado 25;2162099100;3.0
delegado 26;1758300700;4.5
delegado 27;1618546200;1.7
delegado 28;1641030900;5.3
delegado 29;1628241100;2.3
delegado 30;1632880400;2.3
delegado 31;1677743600;3.6
delegado 32;1726392300;3.1
delegado 33;1617826000;4.8
delegado 34;1827940600;6.8
delegado 35;1928790000;1.5
delegado 36;1800415000;6.3
delegado 37;1794109100;0.9
delegado 38;1870597500;4.8
delegado 39;1766679300;0.5
delegado 40;2049345300;6.0
delegado 41;2014001800;2.0
delegado 42;2093000800;3.9
delegado 43;1845545600;1.4
delegado 44;2019177800;3.4
delegado 45;1999898000;3.2
delegado 46;2037147700;6.8
delegado 47;1922695700;6.2
delegado 48;1886978100;3.4
delegado 49;2067220600;2.8
delegado 50;1880083600;4.7
delegado 51;1742747000;2.7
delegado 52;1582916600;4.9
delegado 53;1618430000;3.5
delegado 54;1944475800;6.8
delegado 55;1871566300;14.4
delegado 56;2062000400;3.3
delegado 57;1912684000;5.5
delegado 58;1840539300;3.9
delegado 59;1592887200;2.7
delegado 60;1612843300;8.7
delegado 61;1711004300;15.2
delegado 62;1589634300;11.8
delegado 63;1573101000;7.0
delegado 64;1677297900;5.1
delegado 65;1949224500;7.3
delegado 66;1852887400;11.1
delegado 67;1953817000;4.9
delegado 68;2160586000;12.3
delegado 69;2093852400;1.4
delegado 70;1998513700;4.5
delegado 71;1978319200;2.7
delegado 72;1588038800;4.9
delegado 73;1623290800;6.6
delegado 74;1626819400;1.7
delegado 75;2212397400;2.8
delegado 76;2085521200;1.7
delegado 77;1757648100;3.0
delegado 78;1578363100;7.2
delegado 79;1706226300;4.5
delegado 80;1708946100;6.6
delegado 81;1564017000;2.8
delegado 82;1696099400;11.6
delegado 83;1881756300;3.7
delegado 84;2157858500;2.9
delegado 85;1855650000;5.8
delegado 86;1687375900;0.8
delegado 87;1704595900;1.7
delegado 88;1587645000;3.1
delegado 89;1559754100;2.2
delegado 90;1586113500;3.2
delegado 91;2106011100;2.4
delegado 92;1948774200;5.2
delegado 93;1809990600;2.0
delegado 94;1663983800;5.7
delegado 95;1603813100;3.8
delegado 96;1654693900;4.8
delegado 97;1581233100;4.3
delegado 98;1656291800;6.7
delegado 99;2199767000;6.1
delegado 100;2176871400;2.7
delegado 101;1819985100;5.6
delegado 102;1695119300;6.0
delegado 103;1740832000;3.7
delegado 104;1769830700;5.2
delegado 105;2170007100;3.0
delegado 106;2067435200;3.8
delegado 107;1888757500;1.9
delegado 108;1762932000;8.5
delegado 109;2242094900;2.8
delegado 110;2385185300;4.9
delegado 111;2148967000;4.0
delegado 112;1964259800;7.2
delegado 113;1728102800;2.4
delegado 114;1639913100;11.2
delegado 115;1981080600;7.3
delegado 116;1833811200;8.1
delegado 117;1703554700;4.0
delegado 118;1714779500;3.7
