
delegado 0;47677034900;0.0
delegado 1;1990395300;1.9
delegado 2;1724166200;6.4
delegado 3;2051830600;3.9
delegado 4;2000404900;5.5
delegado 5;1825617600;4.0
delegado 6;2222905600;4.6
delegado 7;2092818500;4.2
delegado 8;2080521500;3.5
delegado 9;2465196100;4.7
delegado 10;1750949900;7.3
delegado 11;1946705800;3.0
delegado 12;1879336800;4.3
delegado 13;1785021300;3.6
delegado 14;2033932900;5.3
delegado 15;2363897200;3.6
delegado 16;2059210100;3.5
delegado 17;1949667400;3.8
delegado 18;2420926900;5.9
delegado 19;1627996300;2.5
delegado 20;2063345600;5.3
delegado 21;2097209900;3.0
delegado 22;2135920700;4.6
delegado 23;1771667700;4.4
delegado 24;2207013800;4.2
delegado 25;1749996700;4.6
delegado 26;2021699700;8.1
delegado 27;1686792800;4.0
delegado 28;1800603900;8.0
delegado 29;1728009200;4.5
delegado 30;2459990600;4.0
delegado 31;1722092800;4.2
delegado 32;1706124900;7.0
delegado 33;1736584700;4.0
delegado 34;2034438800;4.6
delegado 35;2015258300;6.3
delegado 36;1829464500;4.1
delegado 37;1791657300;4.9
delegado 38;2293557100;3.1
delegado 39;1787250000;5.0
delegado 40;1583511900;5.9
delegado 41;1718279000;3.8
delegado 42;1667983500;7.1
delegado 43;1826137200;7.0
delegado 44;1666312500;7.5
delegado 45;1713132500;5.3
delegado 46;1740340300;6.3
delegado 47;1837024300;5.0
delegado 48;2033398100;5.7
delegado 49;1642699100;5.2
delegado 50;1689727600;4.5
delegado 51;1517433100;8.6
delegado 52;1970803700;7.3
delegado 53;1648574300;7.6
delegado 54;1683125100;6.9
delegado 55;1659276600;8.4
delegado 56;1785283000;6.1
delegado 57;1882973700;4.1
delegado 58;1712542400;6.8
delegado 59;1756380100;4.9
delegado 60;1714285900;6.4
delegado 61;1808920700;5.0
delegado 62;1975964500;8.3
delegado 63;1636137800;8.3
delegado 64;1631301700;7.6
delegado 65;1655819800;11.6
delegado 66;1664737800;7.9
delegado 67;1612961700;6.6
delegado 68;1613799500;5.7
delegado 69;1580545100;6.4
delegado 70;1875791400;6.8
delegado 71;1699776900;8.3
delegado 72;1604781900;6.0
delegado 73;1567187400;6.3
delegado 74;1710325100;6.8
delegado 75;1808514500;5.2
delegado 76;2810128800;4.9
delegado 77;1906336700;5.5
delegado 78;4304784500;4.4
delegado 79;1641562900;4.9
delegado 80;1577682900;4.7
delegado 81;1682466800;9.1
delegado 82;1485782400;6.8
delegado 83;1792554300;5.5
delegado 84;1597483200;5.9
delegado 85;1909635600;7.6
delegado 86;2676321700;10.8
delegado 87;1841443300;3.9
delegado 88;1668263100;8.3
delegado 89;1887046000;3.7
delegado 90;1694867200;6.4
delegado 91;1666765100;5.1
delegado 92;1592156800;6.1
delegado 93;1918509100;3.5
delegado 94;1900821100;5.2
delegado 95;1827738800;4.8
delegado 96;1956478600;6.7
delegado 97;1703437400;8.0
delegado 98;1637487900;4.2
delegado 99;2205530400;7.3
delegado 100;1722970200;3.9
delegado 101;1732790300;5.7
delegado 102;1688939100;5.5
delegado 103;1837828400;7.7
delegado 104;1722047500;5.0
delegado 105;1605275800;6.3
delegado 106;1854973200;12.6
delegado 107;1675909200;6.4
delegado 108;1644812300;7.1
delegado 109;2197787000;6.2
delegado 110;1992000100;3.3
delegado 111;1630826000;5.6
delegado 112;1896025100;8.9
delegado 113;1871877300;3.3
delegado 114;2078716700;7.9
delegado 115;1595989700;5.4
delegado 116;1832065000;7.4
delegado 117;1679827000;6.5
delegado 118;1692655000;6.2
delegado 119;1674367600;6.2
delegado 120;1979326200;5.4
delegado 121;1632579100;5.1
delegado 122;1680768100;7.7
delegado 123;1880909900;5.9
delegado 124;1783967600;7.8
delegado 125;2060584200;6.4
delegado 126;1675988500;6.2
delegado 127;1700855200;7.9
delegado 128;1698050700;8.2
delegado 129;1908830300;5.5
delegado 130;1710058000;6.2
delegado 131;1886754800;5.3
delegado 132;1682491400;6.1
delegado 133;1596279900;9.8
delegado 134;1749999500;31.5
delegado 135;1892851800;10.0
delegado 136;1647954000;11.8
delegado 137;1800244300;4.6
delegado 138;2150683500;6.2
delegado 139;1858020000;5.5
delegado 140;1769305400;17.3
delegado 141;1914002200;4.8
delegado 142;1948859500;9.0
delegado 143;2058890900;6.1
delegado 144;1766136800;5.1
delegado 145;1958757100;19.1
delegado 146;1552093100;6.4
delegado 147;1712838400;5.6
delegado 148;1641795100;9.0
delegado 149;1521710300;4.8
delegado 150;1870632600;7.9
delegado 151;1676945100;7.9
delegado 152;1699548900;4.8
delegado 153;1756982300;6.2
delegado 154;1643649200;6.6
delegado 155;1925058700;5.9
delegado 156;1582916400;6.1
delegado 157;1760231400;8.3
delegado 158;1956856100;8.3
delegado 159;1713709500;4.3
delegado 160;1987346700;8.1
delegado 161;1836808500;5.3
delegado 162;1883118900;8.7
delegado 163;2022355600;6.7
delegado 164;1968878900;4.5
delegado 165;1633213900;5.6
delegado 166;1725402800;7.2
delegado 167;1789147400;6.3
delegado 168;1508532900;10.1
delegado 169;1654897000;5.6
delegado 170;1913439200;4.3
delegado 171;1974761300;5.3
delegado 172;1555518300;7.0
delegado 173;1660822300;7.0
delegado 174;1767768900;7.5
delegado 175;1663808200;6.9
delegado 176;1629852800;7.4
delegado 177;1932958000;3.9
delegado 178;1631414300;12.4
delegado 179;1669008100;7.6
delegado 180;1585745900;10.5
delegado 181;1971725800;5.8
delegado 182;1693787400;6.4
delegado 183;1872867100;7.2
delegado 184;1781377600;8.6
delegado 185;1737705900;6.8
delegado 186;2170838900;6.8
delegado 187;1654245800;7.7
delegado 188;1539791500;8.0
delegado 189;1662437800;6.6
delegado 190;1687496900;7.4
delegado 191;1804894600;5.8
delegado 192;1648855700;8.2
delegado 193;1803482600;6.4
delegado 194;1811058600;6.5
delegado 195;1553081300;44.3
delegado 196;1603944000;13.0
delegado 197;1864455500;7.2
delegado 198;1760848000;9.4
delegado 199;1695733000;8.3
delegado 200;1536520500;8.7
delegado 201;1659685100;5.8
delegado 202;1650631800;7.3
delegado 203;1741830900;6.1
delegado 204;1692777100;7.3
delegado 205;2108611000;8.3
delegado 206;1954776100;4.2
delegado 207;1802696200;5.9
delegado 208;1671462200;7.1
delegado 209;1770271500;4.2
delegado 210;1938284500;5.2
delegado 211;1790866700;5.9
delegado 212;1650985000;6.0
delegado 213;1438409900;6.9
delegado 214;1692921300;8.5
delegado 215;1709151000;3.9
delegado 216;1782194000;6.0
delegado 217;2125781700;6.3
delegado 218;2374743300;9.1
delegado 219;1646895100;7.1
delegado 220;1674871000;8.1
delegado 221;1634062500;7.5
delegado 222;1649695900;4.3
delegado 223;1711067500;8.7
delegado 224;1598839400;7.5
delegado 225;1814120300;5.8
delegado 226;1668619400;6.9
delegado 227;1594866600;8.5
delegado 228;2070035800;4.7
delegado 229;1665819500;7.8
delegado 230;1741657500;8.2
delegado 231;1823128000;4.4
delegado 232;1832684100;7.8
delegado 233;1656855800;8.6
delegado 234;1586778000;6.4
delegado 235;1923965600;7.2
delegado 236;2317118600;4.4
delegado 237;1727732400;8.2
delegado 238;1693286100;8.4
delegado 239;1721098000;4.3
delegado 240;1911815600;6.5
delegado 241;1519986300;8.5
delegado 242;1643756600;7.4
delegado 243;1633423000;8.3
delegado 244;1608827100;5.7
delegado 245;1747658000;7.7
delegado 246;2322173000;5.2
delegado 247;1684357100;6.5
delegado 248;1772027500;6.5
delegado 249;1652099900;6.9
delegado 250;1768597700;7.8
delegado 251;1825963400;11.8
delegado 252;2038922000;4.3
delegado 253;1604906100;5.5
delegado 254;1666227600;7.9
delegado 255;1613960800;8.3
delegado 256;1826503500;6.8
delegado 257;1620600500;7.8
delegado 258;2041860400;5.7
delegado 259;1821005000;8.1
delegado 260;1635016400;8.0
delegado 261;1551143900;8.0
delegado 262;1587516700;5.7
delegado 263;1793469700;6.9
delegado 264;1938687200;8.0
delegado 265;1550579500;15.6
delegado 266;1795351600;4.9
delegado 267;1982393400;4.5
delegado 268;1596642900;5.2
delegado 269;1703495400;7.2
delegado 270;1482626000;7.3
delegado 271;1660820700;5.9
delegado 272;1683938500;5.8
delegado 273;2088219000;2.7
delegado 274;1564357200;4.7
delegado 275;1473694400;5.6
delegado 276;1492781900;5.4
delegado 277;1660977600;4.3
delegado 278;1679308500;5.9
delegado 279;1499844300;7.5
delegado 280;1659621600;5.6
delegado 281;1486428600;6.1
delegado 282;1615251000;4.3
delegado 283;1558956400;4.5
delegado 284;1652630200;6.1
delegado 285;1637411300;5.1
delegado 286;1555902300;6.7
delegado 287;1743704200;4.7
delegado 288;1807294100;5.7
delegado 289;1633257200;5.7
delegado 290;1594844500;6.3
delegado 291;1849562600;5.3
delegado 292;1936190500;5.4
delegado 293;1636898600;6.9
delegado 294;1654894000;5.9
delegado 295;2048653800;6.2
delegado 296;1592883600;5.2
delegado 297;1663960400;4.7
delegado 298;1456581000;9.2
delegado 299;1831330400;5.9
delegado 300;1820846500;9.8
delegado 301;1483891300;4.9
delegado 302;1859143600;5.4
delegado 303;1575854000;10.8
delegado 304;1729686100;4.5
delegado 305;1796090200;7.2
delegado 306;2124864200;6.7
delegado 307;1673825600;8.5
delegado 308;1815553200;7.0
delegado 309;1778677500;4.3
delegado 310;1798753300;7.1
delegado 311;1979256700;7.7
delegado 312;1706564300;8.9
delegado 313;1698932700;6.3
delegado 314;1969822900;4.4
delegado 315;1610464800;4.9
delegado 316;1672043300;8.3
delegado 317;1649199600;10.5
delegado 318;1667351800;5.2
delegado 319;1750610700;6.8
delegado 320;1658858400;6.6
delegado 321;1722782500;6.3
delegado 322;1851532900;17.6
delegado 323;1692887800;20.4
delegado 324;1823510500;8.0
delegado 325;1631193800;8.4
delegado 326;1613800600;22.3
delegado 327;1666483700;9.5
delegado 328;1758816000;5.2
delegado 329;2357829200;4.5
delegado 330;1823794900;8.7
delegado 331;1761150500;5.7
delegado 332;1689570900;5.5
delegado 333;2060834100;5.8
delegado 334;1742619700;9.2
delegado 335;2047220300;4.2
delegado 336;1838417100;8.4
delegado 337;1572949500;6.6
delegado 338;2052285000;5.2
delegado 339;1751867500;8.4
delegado 340;1617550100;10.4
delegado 341;1599016300;5.6
delegado 342;1711965900;8.8
delegado 343;1831121200;6.7
delegado 344;2023463100;24.3
delegado 345;1680480600;29.0
