
delegado 0;8433268900;0.0
delegado 1;1651786500;6.2
delegado 2;1460691300;7.1
delegado 3;1627716200;7.6
delegado 4;1482479800;9.6
delegado 5;1440150500;9.5
delegado 6;1461406600;8.7
delegado 7;1471516500;6.3
delegado 8;1858031000;6.3
delegado 9;1433844900;10.3
delegado 10;1461207700;12.8
delegado 11;1444269400;6.5
delegado 12;1468653000;6.4
delegado 13;1461019100;15.7
delegado 14;1627984600;11.8
delegado 15;1450714500;6.9
delegado 16;1654760100;6.7
delegado 17;1488801600;7.5
delegado 18;1443148900;7.9
delegado 19;1486342300;8.4
delegado 20;1451876700;8.0
delegado 21;1445952400;6.0
delegado 22;1446119900;4.3
delegado 23;1464161000;6.7
delegado 24;1625790000;5.3
delegado 25;1443004400;9.3
delegado 26;1447827200;7.1
delegado 27;1490623500;6.7
delegado 28;1476958400;7.0
delegado 29;1482268100;7.7
delegado 30;1483550700;9.1
delegado 31;1695808300;10.7
delegado 32;1473972900;22.0
delegado 33;1462249300;7.4
delegado 34;1515475900;8.1
delegado 35;1461988100;7.5
delegado 36;1453639500;8.1
delegado 37;1452651500;7.6
delegado 38;1434684300;7.6
delegado 39;1656204800;5.6
delegado 40;1454141500;8.4
delegado 41;1504868100;15.7
delegado 42;1465542600;7.0
delegado 43;1470925400;8.0
delegado 44;1446016100;5.2
delegado 45;1452201100;7.8
delegado 46;1613681700;5.0
delegado 47;1647613800;8.5
delegado 48;1451302400;7.2
delegado 49;1458002600;6.6
delegado 50;1444707100;6.1
delegado 51;1444715100;9.9
delegado 52;1431840300;7.0
delegado 53;1463460700;7.8
delegado 54;1483292200;6.0
delegado 55;1614590100;9.1
delegado 56;1443686000;8.3
delegado 57;1656685200;7.1
delegado 58;1437693800;6.4
delegado 59;1445012500;8.0
delegado 60;1474338900;11.0
delegado 61;1610878300;11.8
delegado 62;1678686700;7.3
delegado 63;1450646200;7.4
delegado 64;1461131100;7.0
delegado 65;1445141900;13.1
delegado 66;1480022800;8.8
delegado 67;1618508700;15.3
delegado 68;1442202600;9.3
delegado 69;1431924200;7.9
delegado 70;1651199000;7.2
delegado 71;1444928300;8.9
delegado 72;1428021500;7.8
delegado 73;1468835700;6.9
delegado 74;1436507100;10.8
delegado 75;1456450000;10.0
delegado 76;1428569800;9.7
delegado 77;1511056900;6.9
delegado 78;1738705100;6.7
delegado 79;1431723400;7.2
delegado 80;1463726000;5.4
delegado 81;1437069100;5.8
delegado 82;1446623500;9.2
delegado 83;1456248500;5.5
delegado 84;1439164800;5.4
delegado 85;1592035100;6.9
delegado 86;1629476600;5.5
delegado 87;1465951800;8.7
delegado 88;1430650900;7.6
delegado 89;1441964500;7.2
delegado 90;1451830300;6.8
delegado 91;1584562800;4.2
delegado 92;1609302200;9.6
delegado 93;1693184900;6.9
delegado 94;1443921300;5.9
delegado 95;1494969700;5.8
delegado 96;1460327800;5.7
delegado 97;1450494300;6.0
delegado 98;1630495500;5.6
delegado 99;1431388000;6.4
delegado 100;1431792400;6.9
delegado 101;1552521200;6.4
delegado 102;1459238700;12.6
delegado 103;1446937600;7.0
delegado 104;1447970000;6.3
delegado 105;1443172000;8.7
delegado 106;1605800700;6.8
delegado 107;1430348700;7.4
delegado 108;1444938800;10.5
delegado 109;1477711900;6.3
delegado 110;1463784100;5.1
delegado 111;1464137000;8.7
delegado 112;1446584700;8.2
delegado 113;1443072600;8.5
delegado 114;1442060000;5.5
delegado 115;1459708000;5.2
delegado 116;1683397500;7.3
delegado 117;1465952900;6.2
delegado 118;1464212200;6.8
delegado 119;1479768900;4.9
delegado 120;1473170600;4.9
delegado 121;1431897300;8.2
delegado 122;1446801200;7.6
delegado 123;1448959400;8.3
delegado 124;1614269200;6.8
delegado 125;1448438600;7.1
delegado 126;1424841100;5.0
delegado 127;1607847900;7.1
delegado 128;1437067500;6.2
delegado 129;1479767400;4.6
delegado 130;1430224100;5.9
delegado 131;1442547500;5.4
delegado 132;1656582500;11.5
delegado 133;1498602200;10.0
delegado 134;1429276000;9.8
delegado 135;1437336700;9.5
delegado 136;1441185700;6.0
delegado 137;1452286800;9.6
delegado 138;1641955300;11.1
delegado 139;1452335600;7.7
delegado 140;1586021800;13.1
delegado 141;1449405100;7.5
delegado 142;1434770300;7.8
delegado 143;1601410800;8.5
delegado 144;1429931400;12.5
delegado 145;1651695700;10.1
delegado 146;1453107300;6.0
delegado 147;1713339600;8.3
delegado 148;1517126200;5.1
delegado 149;1465606700;8.4
delegado 150;1444334700;7.1
delegado 151;1429130000;6.0
delegado 152;1427064300;8.7
delegado 153;1455216600;5.6
delegado 154;1432579400;6.5
delegado 155;1815128700;5.8
delegado 156;1467961300;14.2
delegado 157;1434045500;6.3
delegado 158;1443743400;7.9
delegado 159;1474207800;5.8
delegado 160;1442689800;5.6
delegado 161;1460201900;5.3
delegado 162;1450537800;7.3
delegado 163;1573028700;5.7
delegado 164;1447171300;8.1
delegado 165;1609075400;5.5
delegado 166;1459523600;6.5
delegado 167;1440436100;11.2
delegado 168;1453963100;8.9
delegado 169;1455235700;4.3
delegado 170;1619536300;6.9
delegado 171;1678404500;7.5
delegado 172;1456540200;7.2
delegado 173;1432758300;7.9
delegado 174;1444395900;5.5
delegado 175;1415310500;8.0
delegado 176;1425325700;8.1
delegado 177;1460240000;6.6
delegado 178;1661826000;5.4
delegado 179;1449569200;8.1
delegado 180;1461069400;8.5
delegado 181;1463068700;5.0
delegado 182;1442122100;6.3
delegado 183;1462887600;5.5
delegado 184;1445076600;6.4
delegado 185;1483115600;10.3
delegado 186;2936858800;3.3
delegado 187;1553906700;7.3
delegado 188;1519959400;7.4
delegado 189;1635171000;7.9
delegado 190;1600239200;4.0
delegado 191;1592809100;4.6
delegado 192;1452586300;3.5
delegado 193;1578821000;6.9
delegado 194;1452877700;9.7
delegado 195;1427674800;9.4
delegado 196;1437402200;4.2
delegado 197;1461605200;6.5
delegado 198;1451598200;5.4
delegado 199;1468762600;4.4
